股票代码,股票名称,行业,收盘价,涨跌幅%,量比,走势类型,趋势强度,中枢位置,中枢上沿ZG,中枢下沿ZD,笔方向,线段方向,买点类型,买点置信度,卖点类型,卖点置信度,二买确认,二买置信度,双级确认买,双级确认卖,信号级别,买入强度,卖出强度,底背驰,顶背驰,均线排列,均线破位,量异常,笔趋势耗尽,综合评分,机会等级,风险等级,止损价
603529,爱玛科技,交运,22.0,-1.08,0.7,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,20.46
603568,伟明环保,环保/公用,20.48,-0.82,0.52,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,19.05
603589,口子窖,消费,22.2,-4.1,1.68,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",放量,,-0.2,D,高危,20.65
603590,康辰药业,医药,35.09,-1.57,0.71,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,32.63
603599,广信股份,化工,12.18,-0.57,0.73,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,0.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,11.33
603611,诺力股份,自动化/制造,19.14,1.27,0.92,盘整,0.3,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,17.8
603612,索通发展,建材,23.15,-3.62,1.26,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,0.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,21.53
603630,拉芳家化,化工,15.46,-1.34,0.68,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,14.38
603656,泰禾智能,自动化/制造,19.15,-0.47,0.9,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,17.81
603676,卫信康,医药,10.06,-0.89,0.88,-,0.0,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,9.36
603686,福龙马,环保/公用,18.57,0.54,1.33,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,17.27
603700,宁水集团,自动化/制造,12.21,-0.81,0.76,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,11.36
603707,健友股份,医药,8.7,-1.47,1.0,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,8.09
603708,家家悦,消费,10.06,-0.89,1.01,-,0.0,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,9.36
603716,塞力医疗,医药,20.86,-1.74,0.82,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,19.4
603729,,传媒,14.16,-0.49,1.12,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,13.17
603733,仙鹤股份,建材,21.06,-1.5,1.04,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,19.59
603737,三棵树,建材,41.16,-4.5,1.55,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,0.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",放量,,-0.2,D,高危,38.28
603799,华友钴业,有色/钢铁/煤炭,58.65,-2.75,0.84,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,0.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,54.54
603801,志邦家居,消费,8.51,-1.16,0.94,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,7.91
603817,海峡环保,环保/公用,6.88,-2.55,0.97,盘整,0.3,中枢内,,,-,-,-,,-,,,,,,-,,,,,0.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,6.4
603866,桃李面包,消费,4.84,-1.63,1.46,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,4.5
603882,金域医学,医药,26.0,-0.99,0.83,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,24.18
603883,老百姓,医药,13.2,-1.42,0.91,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,12.28
603888,新华网,传媒,19.91,0.05,1.27,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,18.52
603917,合力科技,新能源车/风电,12.3,0.49,0.83,-,0.0,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,11.44
603918,金桥信息,互联网/软件,13.15,0.38,1.0,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,12.23
603955,大千生态,基建/地产/石油石化,24.92,0.0,0.83,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,23.18
603959,,基建/地产/石油石化,4.95,-3.88,0.81,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,4.6
603970,中农立华,化工,12.54,-0.56,0.75,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,11.66
603979,金诚信,有色/钢铁/煤炭,62.95,-5.34,1.21,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,0.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,58.54
603983,丸美生物,化工,24.83,-1.82,0.84,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,23.09
603988,中电电机,电力设备,24.84,1.6,1.02,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,23.1
603993,洛阳钼业,有色/钢铁/煤炭,18.88,-5.84,1.42,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,0.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,17.56
605009,豪悦护理,消费,27.57,0.33,0.98,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,25.64
605028,世茂能源,电力设备,25.52,-2.48,0.97,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,0.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,23.73
605108,同庆楼,消费,14.41,-2.24,1.04,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,13.4
605179,一鸣食品,消费,16.02,-1.84,0.95,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,14.9
605255,天普股份,新能源车/风电,102.1,-0.94,0.67,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,0.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,94.95
605259,绿田机械,自动化/制造,18.88,-1.15,0.74,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,17.56
605300,佳禾食品,消费,10.55,-1.86,0.92,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,9.81
605337,李子园,消费,10.32,-1.62,1.06,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,9.6
605378,野马电池,新能源车/风电,18.33,-0.33,1.14,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,17.05
605599,菜百股份,消费,16.78,-2.44,1.05,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,0.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,15.61
688009,,自动化/制造,5.08,-0.97,2.04,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,0.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",放量,,-0.2,D,高危,4.72
688031,,互联网/软件,125.18,-8.36,1.56,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,0.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",放量,,-0.2,D,高危,116.42
688033,,自动化/制造,6.58,-20.05,3.87,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,0.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",倍量,,-0.2,D,高危,6.12
688062,,医药,35.36,-1.04,0.83,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,32.88
688109,,互联网/软件,94.01,-1.57,1.28,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,0.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,87.43
688121,,自动化/制造,6.48,-16.06,12.42,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",倍量,,-0.2,D,高危,6.03
688136,,医药,25.42,-2.16,0.55,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,23.64
688153,,半导体/光伏,31.84,-0.47,1.7,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",放量,,-0.2,D,高危,29.61
688161,,医药,28.51,2.33,0.86,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,0.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,26.51
688177,,医药,20.23,-1.8,0.98,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,18.81
688186,,有色/钢铁/煤炭,20.77,5.32,1.2,-,0.0,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,19.32
688201,,互联网/软件,8.13,3.3,2.39,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",放量,,-0.2,D,高危,7.56
688212,,医药,35.56,1.72,1.47,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,33.07
688238,,医药,6.68,-1.62,1.33,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,6.21
688265,,医药,39.92,-0.7,0.84,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,37.13
688280,,新能源车/风电,7.1,-2.47,2.59,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,0.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",倍量,,-0.2,D,高危,6.6
688288,,通信/计算机,25.2,0.76,0.78,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,23.44
688326,,互联网/软件,88.98,-0.24,1.41,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,0.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,82.75
688335,,环保/公用,31.15,-2.26,1.22,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,0.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,28.97
688363,,医药,40.58,-2.24,1.05,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,37.74
688366,,医药,37.6,-2.59,1.41,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,34.97
688506,,医药,260.11,-1.7,0.76,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,241.9
688566,,医药,28.15,0.54,0.41,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,26.18
688582,,半导体/光伏,52.65,3.74,1.37,-,0.0,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,48.96
688597,,电力设备,8.34,-0.24,1.24,盘整,0.3,中枢内,,,-,-,-,,-,,,,,,-,,,,,0.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,7.76
688621,,医药,57.19,0.21,0.7,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,53.19
688709,,半导体/光伏,38.57,2.39,2.25,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,0.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",放量,,-0.2,D,高危,35.87
688739,,医药,23.07,0.09,1.37,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,21.46
688765,,医药,55.83,1.38,1.55,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",放量,,-0.2,D,高危,51.92
688768,,自动化/制造,41.9,-1.41,0.66,盘整,0.3,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,38.97
688819,,新能源车/风电,26.59,-2.35,0.87,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,0.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,24.73
920006,晟楠科技,军工,19.94,-0.65,0.48,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,18.54
920007,酉立智能,半导体/光伏,53.13,-2.91,1.21,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,49.41
920008,成电光信,电子,25.49,0.47,0.83,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,23.71
920018,宏远股份,电力设备,28.32,-2.41,1.24,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,26.34
920019,铜冠矿建,基建/地产/石油石化,17.55,-2.5,1.13,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,16.32
920068,XD天工股,有色/钢铁/煤炭,19.05,-1.65,0.68,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,0.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,17.72
920087,秋乐种业,农业,13.0,-5.39,1.41,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,12.09
920090,,通信/计算机,4.95,2.06,1.02,-,0.0,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,4.6
920106,林泰新材,新能源车/风电,55.91,-1.91,0.93,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,52.0
920184,国源科技,互联网/软件,15.1,-0.98,0.67,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,14.04
920204,沪江材料,环保/公用,16.0,-1.42,0.59,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA5, 跌破MA10, 跌破MA60",,,-0.2,D,高危,14.88
920225,利通科技,化工,25.12,0.48,0.48,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,23.36
920239,长虹能源,新能源车/风电,29.07,0.28,1.05,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,27.04
920284,灵鸽科技,自动化/制造,33.36,-8.88,1.55,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,0.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",放量,,-0.2,D,高危,31.02
920403,康农种业,农业,22.1,-3.16,1.04,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA5, 跌破MA10, 跌破MA60",,,-0.2,D,高危,20.55
920405,海希通讯,自动化/制造,16.6,0.61,0.61,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,15.44
920415,恒拓开源,互联网/软件,12.26,0.08,0.97,-,0.0,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,11.4
920422,润普食品,化工,10.98,-2.31,0.86,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,10.21
920522,纳科诺尔,新能源车/风电,50.03,-0.93,0.78,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,46.53
920523,德瑞锂电,新能源车/风电,22.37,-0.22,0.87,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,20.8
920556,雅达股份,电力设备,9.14,-3.18,1.48,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,8.5
920592,华信永道,互联网/软件,31.74,-2.4,0.7,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,29.52
920640,富士达,通信/计算机,35.05,-1.52,0.77,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,0.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,32.6
920662,方盛股份,自动化/制造,23.39,-0.89,0.69,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,21.75
920706,铁拓机械,自动化/制造,22.36,0.4,0.66,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,20.79
920770,艾能聚,半导体/光伏,14.75,-4.41,1.58,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",放量,,-0.2,D,高危,13.72
920876,慧为智能,电子,21.96,-1.08,0.8,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,20.42
920925,锦好医疗,医药,14.86,-0.2,0.77,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,13.82
920943,优机股份,自动化/制造,17.17,0.41,0.61,-,0.0,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,15.97
920961,创远信科,自动化/制造,19.85,1.43,0.54,-,0.0,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,18.46
920970,大禹生物,医药,6.81,-3.68,0.69,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,6.33
920974,凯大催化,化工,7.66,-0.39,0.73,-,0.0,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,7.12
920992,中科美菱,医药,14.64,-2.4,0.55,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2,D,高危,13.62
688298,,医药,22.8,2.1,3.41,盘整,0.3,中枢下,,,-,-,-,,S3(三卖),0.721,,,,是,线段卖,,0.594,,,-1.0,,倍量,,-0.208,D,高危,24.4
002355,兴民智通,新能源车/风电,6.61,1.23,1.24,盘整,0.3,中枢下,,,-,-,-,,S3(三卖),0.726,,,,是,线段卖,,0.595,,,-1.0,,,,-0.2083,D,高危,7.07
600917,重庆燃气,环保/公用,5.49,3.0,4.56,盘整,0.3,中枢下,,,-,-,-,,S3(三卖),0.752,,,,是,线段卖,,0.6,,,-1.0,,倍量,,-0.2101,D,高危,5.87
300024,机器人,自动化/制造,16.09,7.7,4.79,盘整,0.3,中枢下,,,-,-,-,,S3(三卖),0.85,,,,是,线段卖,,0.62,,,-1.0,,倍量,,-0.217,D,高危,17.22
301413,安培龙,自动化/制造,130.85,10.61,2.4,盘整,0.3,中枢下,,,-,-,-,,S3(三卖),0.85,,,,是,线段卖,,0.62,,,-1.0,,放量,,-0.217,D,高危,140.01
688728,,半导体/光伏,14.01,1.6,2.56,盘整,0.3,中枢下,,,-,-,-,,S3(三卖),0.85,,,,是,线段卖,,0.62,,,-1.0,,倍量,,-0.217,D,高危,14.99
001220,世盟股份,交运,37.14,-2.44,0.66,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-0.35,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2175,D,高危,34.54
001233,海安集团,新能源车/风电,56.98,-2.6,0.84,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-0.35,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2175,D,高危,52.99
001325,元创股份,化工,48.68,-1.46,0.6,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-0.35,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2175,D,高危,45.27
601112,振石股份,建材,19.55,-1.66,0.81,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-0.35,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2175,D,高危,18.18
603402,陕西旅游,消费,99.6,-2.56,0.93,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-0.35,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2175,D,高危,92.63
920091,大鹏工业,自动化/制造,51.73,1.11,0.66,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-0.35,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.2175,D,高危,48.11
003021,兆威机电,电力设备,105.99,6.5,3.37,下跌趋势,0.65,中枢上,,,-,-,-,,-,,,,,,-,,,,,-1.0,,倍量,,-0.22,D,安全,98.57
300484,蓝海华腾,自动化/制造,17.8,2.18,2.87,下跌趋势,0.65,中枢上,,,-,-,-,,-,,,,,,-,,,,,-1.0,,倍量,,-0.22,D,安全,16.55
301116,益客食品,农业,10.57,-1.21,0.72,下跌趋势,0.65,中枢上,,,-,-,-,,-,,,,,,-,,,,,-1.0,,,,-0.22,D,安全,9.83
301121,紫建电子,新能源车/风电,40.01,2.25,2.36,下跌趋势,0.65,中枢上,,,-,-,-,,-,,,,,,-,,,,,-1.0,,放量,,-0.22,D,安全,37.21
603370,华新精科,电力设备,47.27,10.01,3.38,下跌趋势,0.65,中枢上,,,-,-,-,,-,,,,,,-,,,,,-1.0,,倍量,,-0.22,D,安全,43.96
688458,,半导体/光伏,37.17,0.84,2.2,下跌趋势,0.65,中枢上,,,-,-,-,,-,,,,,,-,,,,,-1.0,,放量,,-0.22,D,安全,34.57
000012,南  玻Ａ,建材,3.73,-3.12,1.15,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.25,D,高危,3.47
000014,沙河股份,基建/地产/石油石化,12.11,-1.54,0.91,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,"跌破MA5, 跌破MA10, 跌破MA20, 跌破MA60",,,-0.25,D,高危,11.26
